# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi                   9:dens[1]-dens[1]       10:dens[1]-dens[2]       11:dens[1]-dens[3]       12:dens[1]-dens[4]       13:dens[1]-dens[5]       14:dens[2]-dens[2]       15:dens[2]-dens[3]       16:dens[2]-dens[4]       17:dens[2]-dens[5]       18:dens[3]-dens[3]       19:dens[3]-dens[4]       20:dens[3]-dens[5]       21:dens[4]-dens[4]       22:dens[4]-dens[5]       23:dens[5]-dens[5]       24:phi-dens[1]           25:phi-dens[2]           26:phi-dens[3]           27:phi-dens[4]           28:phi-dens[5]        
   45       1.778439676583e-10       1.133888350456e-14       1.748193220731e-13       0.000000000000e+00       6.657500117240e-11       7.085556819689e-12      -7.559948029623e-15       9.911999539605e-04       9.807162783815e-04       9.655879829253e-04       6.307347365963e-04       2.516489610525e-04       9.751850874747e-04       9.649328659045e-04       6.624869741492e-04       2.778529814086e-04       9.595524584859e-04       6.924247404388e-04       3.052760485108e-04       8.220295152946e-04       5.966722168280e-04       7.126795170066e-04       1.021115173195e-07       1.009053018351e-07       9.971446832946e-08       8.864416596827e-08       7.902635336434e-08 
   46       1.804400528936e-10       1.218410146192e-14       1.581527740935e-13       0.000000000000e+00       6.353674395243e-11       6.791901751300e-12      -7.839328734944e-15       1.029353413755e-03       1.018571154327e-03       1.002963832375e-03       6.559192810798e-04       2.621209829651e-04       1.012927093111e-03       1.002379194183e-03       6.889765525446e-04       2.894134834047e-04       9.968867878512e-04       7.201514537841e-04       3.179763725698e-04       8.555159741896e-04       6.215774045043e-04       7.427620175556e-04       1.015400555735e-07       1.003623644211e-07       9.919904752527e-08       8.835513058502e-08       7.889388130640e-08 
   47       1.830630692321e-10       1.306744809946e-14       1.398846574092e-13       0.000000000000e+00       6.069154499391e-11       6.517960327620e-12      -8.037751869365e-15       1.067509959137e-03       1.056436603020e-03       1.040357393081e-03       6.811598665185e-04       2.726311257331e-04       1.050687135798e-03       1.039850710198e-03       7.155303712918e-04       3.010184475176e-04       1.034253504796e-03       7.479508298988e-04       3.307280886987e-04       8.891486125736e-04       6.466270716630e-04       7.730616988334e-04       1.009260048276e-07       9.977693021839e-08       9.864125282362e-08       8.802608995558e-08       7.872478370024e-08 
   48       1.857119557927e-10       1.398935491000e-14       1.199784323439e-13       0.000000000000e+00       5.802687201273e-11       6.261438482525e-12      -8.173566280528e-15       1.105628127198e-03       1.094271418284e-03       1.077727915469e-03       7.064286648938e-04       2.831675934274e-04       1.088424080383e-03       1.077306551287e-03       7.421192233584e-04       3.126549132836e-04       1.071611833975e-03       7.757923624319e-04       3.435170257770e-04       9.228912324999e-04       6.717945593479e-04       8.035474251984e-04       1.002727063154e-07       9.915225270714e-08       9.804425235783e-08       8.765950791094e-08       7.852101395023e-08 
   49       1.883828767437e-10       1.495020738249e-14       9.839711628668e-14       0.000000000000e+00       5.552050195911e-11       6.018891501685e-12      -8.269535016782e-15       1.143669319660e-03       1.132037175068e-03       1.115037338888e-03       7.316994057704e-04       2.937192367006e-04       1.126099503283e-03       1.114708487586e-03       7.687154899474e-04       3.243106051129e-04       1.108923567156e-03       8.036471574580e-04       3.563297349388e-04       9.567091245015e-04       6.970541666355e-04       8.341889212077e-04       9.958158521737e-08       9.848971059951e-08       9.740937936260e-08       8.725635209100e-08       7.828328224197e-08 
   50       1.910713905563e-10       1.595032224729e-14       7.510458826010e-14       0.000000000000e+00       5.314721924486e-11       5.786709369717e-12      -8.350236318453e-15       1.181597460636e-03       1.169697901410e-03       1.152249977163e-03       7.569471222920e-04       3.042753947176e-04       1.163677376667e-03       1.152020618000e-03       7.952928872258e-04       3.359737670686e-04       1.146152769345e-03       8.314876823189e-04       3.691533176637e-04       9.905688925649e-04       7.223810071958e-04       8.649566564764e-04       9.885330220124e-08       9.778993605901e-08       9.673723779538e-08       8.681700070784e-08       7.801181140874e-08 
   51       1.937801797745e-10       1.698987580023e-14       5.007019565961e-14       0.000000000000e+00       5.090261031880e-11       5.564565742103e-12      -8.432859940496e-15       1.219377243303e-03       1.207218384065e-03       1.189330883368e-03       7.821469310473e-04       3.148252037503e-04       1.201122423659e-03       1.189207775846e-03       8.218252366530e-04       3.476324354067e-04       1.183264226786e-03       8.592865323090e-04       3.819746636927e-04       1.024437455721e-03       7.477502360135e-04       8.958211519600e-04       9.809199415729e-08       9.705696941735e-08       9.603177370637e-08       8.634458250942e-08       7.770912197777e-08 
   52       1.965130261219e-10       1.806895323951e-14       2.326519263804e-14       0.000000000000e+00       4.878456818820e-11       5.352772818925e-12      -8.534340987079e-15       1.256975867085e-03       1.244565853937e-03       1.226247481717e-03       8.072752017856e-04       3.253582250479e-04       1.238401760934e-03       1.226237126276e-03       8.482876505625e-04       3.592751018880e-04       1.220225007095e-03       8.870176268509e-04       3.947811488190e-04       1.058283086384e-03       7.731378341000e-04       9.267537174225e-04       9.730187340639e-08       9.629492745356e-08       9.529701044111e-08       8.584229790387e-08       7.737779777468e-08 
   53       1.992724851000e-10       1.918756545476e-14      -5.338624527086e-15       0.000000000000e+00       4.678617138676e-11       5.151275303632e-12      -8.674099565016e-15       1.294363836018e-03       1.281710762463e-03       1.262970320713e-03       8.323100843521e-04       3.358647178719e-04       1.275485657115e-03       1.263078905221e-03       8.746570681301e-04       3.708910030236e-04       1.257005182359e-03       9.146567522291e-04       4.075609400269e-04       1.092075900879e-03       7.985209741636e-04       9.577268039677e-04       9.648588219361e-08       9.550668524552e-08       9.453575699836e-08       8.531235892705e-08       7.701960157050e-08 
   54       2.020597712577e-10       2.034564636659e-14      -3.576896923513e-14       0.000000000000e+00       4.489535986825e-11       4.959623815069e-12      -8.874154646022e-15       1.331515196122e-03       1.318627014794e-03       1.299473301215e-03       8.572316515232e-04       3.463357004943e-04       1.312347762831e-03       1.299706645362e-03       9.009124031597e-04       3.824701857942e-04       1.293578052029e-03       9.421817138522e-04       4.203030659970e-04       1.125788022622e-03       8.238781358777e-04       9.887141265502e-04       9.564557534058e-08       9.469376125379e-08       9.374949546858e-08       8.475589656759e-08       7.663539746137e-08 
   55       2.048752921881e-10       2.154309144853e-14      -6.804863208941e-14       0.000000000000e+00       4.309861718733e-11       4.777199809695e-12      -9.151414007946e-15       1.368406711046e-03       1.355291178195e-03       1.335732920118e-03       8.820216554084e-04       3.567628308036e-04       1.348964348798e-03       1.336096446506e-03       9.270343044053e-04       3.940033944864e-04       1.329919442612e-03       9.695720995230e-04       4.329973113345e-04       1.159393297467e-03       8.491888896105e-04       1.019690501728e-03       9.478198871580e-08       9.385716794521e-08       9.293921449173e-08       8.417365227352e-08       7.622573105256e-08 
   56       2.077206687016e-10       2.277989059362e-14      -1.021807753590e-13       0.000000000000e+00       4.139383072069e-11       4.604016690797e-12      -9.492040284188e-15       1.405014605417e-03       1.391679342727e-03       1.371725258916e-03       9.066623985720e-04       3.671378736472e-04       1.385311271399e-03       1.372224056803e-03       9.530040282522e-04       4.054815477244e-04       1.366004892367e-03       9.968081515651e-04       4.456337069612e-04       1.192865983102e-03       8.744329206318e-04       1.050631033064e-03       9.389876612478e-08       9.300047437999e-08       9.210840995896e-08       8.356846594755e-08       7.579291661193e-08 
   57       2.105970155474e-10       2.405602359489e-14      -1.381600760800e-13       0.000000000000e+00       3.978005850298e-11       4.440071141077e-12      -9.870916329329e-15       1.441317428237e-03       1.427769889130e-03       1.407428646500e-03       9.311378326604e-04       3.774532080092e-04       1.421366656242e-03       1.408067462234e-03       9.788045448432e-04       4.168962466336e-04       1.401812157653e-03       1.023871881207e-03       4.582030366217e-04       1.226182019892e-03       8.995909643990e-04       1.081511937949e-03       9.299960366279e-08       9.212730315233e-08       9.126063258936e-08       8.294324369577e-08       7.533933245224e-08 
   58       2.135042491480e-10       2.537142082196e-14      -1.759767700262e-13       0.000000000000e+00       3.825363848405e-11       4.285092625286e-12      -1.025872440329e-14       1.477297235450e-03       1.463544634325e-03       1.442824763571e-03       9.554340452617e-04       3.877020486047e-04       1.457112011325e-03       1.443607963297e-03       1.004421030806e-03       4.282399998117e-04       1.437322257734e-03       1.050747567149e-03       4.706970643217e-04       1.259319592749e-03       9.246452169795e-04       1.112310923612e-03       9.208725473291e-08       9.124035589318e-08       9.039853316565e-08       8.230016702752e-08       7.486675769437e-08 
   59       2.164409981426e-10       2.672596216526e-14      -2.156165287986e-13       0.000000000000e+00       3.680802051152e-11       4.138526601340e-12      -1.062175520551e-14       1.512939785943e-03       1.498989024675e-03       1.477898832344e-03       9.795393876848e-04       3.978784998504e-04       1.492532418441e-03       1.478830363739e-03       1.029841001943e-03       4.395062820780e-04       1.472519661706e-03       1.077421892667e-03       4.831085979655e-04       1.292259276861e-03       9.495794374015e-04       1.143007298546e-03       9.116345110679e-08       9.034133597253e-08       8.952378683063e-08       8.164063073291e-08       7.437632027580e-08 
   60       2.194045139329e-10       2.811947598004e-14      -2.570603369149e-13       0.000000000000e+00       3.543359831352e-11       3.999517731456e-12      -1.092171690907e-14       1.548234737547e-03       1.534092329236e-03       1.512639806259e-03       1.003444602738e-03       4.079776098342e-04       1.527616724582e-03       1.513723159289e-03       1.055054445920e-03       4.506895932231e-04       1.507392475434e-03       1.103884082721e-03       4.954315529933e-04       1.324984183425e-03       9.743790500044e-04       1.173582083913e-03       9.022882398545e-08       8.943087120169e-08       8.863701738356e-08       8.096518076050e-08       7.386844495914e-08 
   61       2.223919397616e-10       2.955167713399e-14      -3.002881366628e-13       0.000000000000e+00       3.412037844012e-11       3.867147055499e-12      -1.112455609314e-14       1.583174293709e-03       1.568846316202e-03       1.547039080760e-03       1.027141577154e-03       4.179949387098e-04       1.562356240730e-03       1.548277263647e-03       1.080052542991e-03       4.617849605972e-04       1.541931187769e-03       1.130124605803e-03       5.076603872301e-04       1.357479187436e-03       9.990307720994e-04       1.204017612332e-03       8.928372171292e-08       8.850931405956e-08       8.773858046175e-08       8.027415366614e-08       7.334339060072e-08 
   62       2.254046531978e-10       3.102196728876e-14      -3.452909967451e-13       0.000000000000e+00       3.286706724296e-11       3.741243701860e-12      -1.122966624834e-14       1.617748345134e-03       1.603240497861e-03       1.581085858297e-03       1.050618982551e-03       4.279250285739e-04       1.596740063910e-03       1.582481425296e-03       1.104823192438e-03       4.727861834998e-04       1.576124157470e-03       1.156130628800e-03       5.197881132264e-04       1.389728078813e-03       1.023521167739e-03       1.234295966924e-03       8.833105598347e-08       8.757952713706e-08       8.683128977386e-08       7.956990322322e-08       7.280312049959e-08 
   63       2.284447440651e-10       3.252958771174e-14      -3.920614693413e-13       0.000000000000e+00       3.167373469845e-11       3.621726410822e-12      -1.124692639862e-14       1.651948580474e-03       1.637266156398e-03       1.614771074860e-03       1.073865878330e-03       4.377626843444e-04       1.630759039997e-03       1.616326112178e-03       1.129354712883e-03       4.836872971832e-04       1.609961440377e-03       1.181889780584e-03       5.318079506613e-04       1.421716027506e-03       1.047837949469e-03       1.264400388008e-03       8.737395732449e-08       8.664458859486e-08       8.591817124648e-08       7.885496563625e-08       7.224976151919e-08 
   64       2.315136964855e-10       3.407367328798e-14      -4.405900600710e-13       0.000000000000e+00       3.053908097555e-11       3.508357091835e-12      -1.118836082501e-14       1.685770083364e-03       1.670917908772e-03       1.648088927047e-03       1.096873083167e-03       4.475034668288e-04       1.664407304861e-03       1.649805023158e-03       1.153637251793e-03       4.944831345288e-04       1.643436279155e-03       1.207391586996e-03       5.437139585839e-04       1.453430559307e-03       1.071970509939e-03       1.294315848081e-03       8.641488532890e-08       8.570692133520e-08       8.500161064488e-08       7.813136299908e-08       7.168501923769e-08 
   65       2.346123425299e-10       3.565324953205e-14      -4.908652246318e-13       0.000000000000e+00       2.946035843293e-11       3.400732092678e-12      -1.106823404047e-14       1.719211479258e-03       1.704193851852e-03       1.681037014855e-03       1.119633259154e-03       4.571437312876e-04       1.697682428415e-03       1.682915230348e-03       1.177662873368e-03       5.051693671503e-04       1.676545244509e-03       1.232627562412e-03       5.555010790994e-04       1.484861672459e-03       1.095910009187e-03       1.324029146971e-03       8.545557816602e-08       8.476824354733e-08       8.408330512121e-08       7.740056343284e-08       7.111014465328e-08 
   66       2.377408158675e-10       3.726722960001e-14      -5.428733654369e-13       0.000000000000e+00       2.843329361618e-11       3.298273468609e-12      -1.090314576485e-14       1.752275082272e-03       1.737095707539e-03       1.713616484459e-03       1.142140995933e-03       4.666806659974e-04       1.730585558662e-03       1.715657321433e-03       1.201425646433e-03       5.157425464965e-04       1.709288376412e-03       1.257591301312e-03       5.671651810561e-04       1.516001954257e-03       1.119649461932e-03       1.353529006982e-03       8.449700209240e-08       8.382951925306e-08       8.316421476271e-08       7.666344122388e-08       7.052590088941e-08 
   67       2.408985054157e-10       3.891441130127e-14      -5.965988282531e-13       0.000000000000e+00       2.745200925505e-11       3.200220251524e-12      -1.071212589969e-14       1.784967042026e-03       1.769628967894e-03       1.745832170995e-03       1.164392894843e-03       4.761123308140e-04       1.763121565736e-03       1.748035541987e-03       1.224921732322e-03       5.262001449541e-04       1.741669325313e-03       1.282278569845e-03       5.787031037314e-04       1.546846697662e-03       1.143183824858e-03       1.382806168049e-03       8.353930096276e-08       8.289090885212e-08       8.224451413987e-08       7.592023696165e-08       6.993252990015e-08 
